Protein ID,Protein names,Gene names,dirsign,BCC count,BCC proportion,BCC mean,BCC std,SCC count,SCC proportion,SCC mean,SCC std,ratio,Proportion_Test STAT,Proportion_Test Pvalue,HG_Test Pvalue,Wilcoxon STAT,Wilcoxon Pvalue
P12111, Collagen alpha-3(VI) chain,COL6A3,DOWN,56.0,0.9333333333333333,257778653.33333334,389655630.8686875,59.0,0.9365079365079365,284705257.46031743,621572992.1319538,0.9054228770933843,-0.07136643259868967,0.9431061243723323,0.6136808281062878,0.6071767407189164,0.5437336262695622
P14618, Pyruvate kinase PKM,PKM,DOWN,58.0,0.9666666666666667,2947361165.0,4809135129.586716,61.0,0.9682539682539683,4201019041.269841,6042478769.383692,0.7015824341774708,-0.049608309724858475,0.9604345245844627,0.6719411408990122,-0.8854660802150863,0.375905306182849
P01876, Immunoglobulin heavy constant alpha 1,IGHA1,UP,56.0,0.9333333333333333,4678420339.833333,6064737346.171199,57.0,0.9047619047619048,7800133559.206349,14262296705.558414,0.5997872093243176,0.5795503728233611,0.5622178678588593,0.40307386003508855,-0.4553825555391872,0.6488340430106418
P14923, Junction plakoglobin,JUP,UP,59.0,0.9833333333333333,601545196.6666666,739278864.8155699,60.0,0.9523809523809523,645809895.2380953,1219229166.5164707,0.9314586244375997,0.9673620396347438,0.33336307967733314,0.32805885910098764,1.515411948710962,0.12966811333859005
P62937, Peptidyl-prolyl cis-trans isomerase A,PPIA,UP,60.0,1.0,3053102245.3333335,3964926254.1101465,61.0,0.9682539682539683,3774506900.6349206,7336074353.422819,0.8088744637928102,1.3914904141276763,0.1640767644601807,0.2602958816473411,0.38454526912198034,0.7005743503228412
P63104, 14-3-3 protein zeta/delta,YWHAZ,UP,58.0,0.9666666666666667,2749932215.3333335,4079676369.4894032,57.0,0.9047619047619048,3303361317.428571,5956395749.825704,0.832464859603659,1.3916454356744536,0.1640297929091037,0.152768973559374,0.3592462382586922,0.7194108890138895
P01834, Immunoglobulin kappa constant,IGKC,UP,60.0,1.0,4680256641.666667,5932668955.796161,62.0,0.9841269841269841,5420318889.68254,6821601560.068641,0.8634651829388552,0.9798915009479252,0.32713967869426297,0.5121951219512195,-0.27828933949616996,0.7807902588838317
P47929, Galectin-7,LGALS7B,DOWN,57.0,0.95,1560362595.0,2613607627.1631374,60.0,0.9523809523809523,2166883431.7460318,4479843179.028371,0.7200953092999057,-0.06127461753922847,0.9511405050779711,0.6366541375671414,-0.043008352467589904,0.9656948757095879
P0DOY2, Immunoglobulin lambda constant 2,IGLC2,UP,59.0,0.9833333333333333,2682853265.0,3664924266.3875003,60.0,0.9523809523809523,3144224176.1904764,5533841808.367782,0.853263989672177,0.9673620396347438,0.33336307967733314,0.32805885910098764,0.2099819561652919,0.8336817559816663
P68363, Tubulin alpha-1B chain,TUBA1B,UP,59.0,0.9833333333333333,2558193357.0,3550047965.1697545,60.0,0.9523809523809523,2088106573.9682539,3619536088.7098236,1.2251258575075454,0.9673620396347438,0.33336307967733314,0.32805885910098764,1.1612255166249275,0.2455502004787904
P04075, Fructose-bisphosphate aldolase A,ALDOA,UP,57.0,0.95,2772485060.0,4166231395.480528,57.0,0.9047619047619048,4247692376.1904764,6839434070.240988,0.6527038246791522,0.9630062057852747,0.33554440897236193,0.27055950837147497,-0.640065480841191,0.5221300295767788
P31151, Protein S100-A7,S100A7,UP,60.0,1.0,1323765756.6666667,1678648905.0023468,61.0,0.9682539682539683,4234649249.84127,9465013888.286243,0.31260340079317933,1.3914904141276763,0.1640767644601807,0.2602958816473411,-1.4572241777253991,0.14505450869868208
P02545, Prelamin-A/C,LMNA,UP,47.0,0.7833333333333333,1133769121.6666667,2457994148.842818,38.0,0.6031746031746031,237353101.74603173,449137585.481533,4.776719214227088,2.1614863961994604,0.030657786683532917,0.024158269395819214,3.0282939943355953,0.0024593869535379613
P20930, Filaggrin,FLG,UP,60.0,1.0,1590561863.3333333,2460781540.892249,62.0,0.9841269841269841,1721556960.3174603,4214992011.725219,0.923908938243919,0.9798915009479252,0.32713967869426297,0.5121951219512195,0.44020313702121433,0.6597899878945032
P04792, Heat shock protein beta-1,HSPB1,DOWN,57.0,0.95,3032929588.3333335,4923832566.9379,60.0,0.9523809523809523,7022469653.4920635,12696688361.285122,0.4318893121631574,-0.06127461753922847,0.9511405050779711,0.6366541375671414,-0.8728165647834422,0.38276306927946013
P68371, Tubulin beta-4B chain,TUBB4B,UP,59.0,0.9833333333333333,2134566754.8333333,3638473423.2199078,59.0,0.9365079365079365,1487536527.7777777,2854728676.945548,1.43496762262514,1.3144797993339947,0.18868479170354446,0.19793803431471357,1.5179418517972907,0.12902905812337412
Q01469, Fatty acid-binding protein 5,FABP5,UP,60.0,1.0,2171696743.8333335,3660228726.0106087,62.0,0.9841269841269841,6627784866.666667,10469181292.096674,0.3276655455060888,0.9798915009479252,0.32713967869426297,0.5121951219512195,-2.5805011480553945,0.009865702826253427
P13639, Elongation factor 2,EEF2,UP,56.0,0.9333333333333333,796188384.8333334,1429903982.8732367,57.0,0.9047619047619048,651731575.3968254,1135119383.6724112,1.2216507760093582,0.5795503728233611,0.5622178678588593,0.40307386003508855,0.8854660802150863,0.375905306182849
Q6UWP8, Suprabasin,SBSN,UP,56.0,0.9333333333333333,621923303.3333334,1272405172.2758303,56.0,0.8888888888888888,1285285831.4285715,5157308416.500032,0.483879373852645,0.8633970960424567,0.387919175530014,0.29362247813003894,-0.1821530222156749,0.855462638979032
Q15149, Plectin,PLEC,UP,59.0,0.9833333333333333,683680990.0,1512245087.8229434,60.0,0.9523809523809523,628890798.8888888,1296192959.455156,1.0871219474158524,0.9673620396347438,0.33336307967733314,0.32805885910098764,0.4832114894888042,0.6289455781775309
P06576," ATP synthase subunit beta, mitochondrial",ATP5F1B,UP,56.0,0.9333333333333333,531492357.8333333,917308310.2864147,55.0,0.873015873015873,450383520.3174603,807898408.5020101,1.180088377697972,1.126910409006444,0.2597803619757153,0.20608929387689343,0.8854660802150863,0.375905306182849
P21333, Filamin-A,FLNA,UP,58.0,0.9666666666666667,2517514365.0,4873171141.486454,56.0,0.8888888888888888,1330264752.6984127,2017192806.3459957,1.892491220182507,1.6556948801220543,0.09778362467138224,0.0938737061533235,1.2598917369917513,0.20770841995588696
Q9NZT1, Calmodulin-like protein 5,CALML5,UP,60.0,1.0,1231646131.6666667,1529750655.5495963,61.0,0.9682539682539683,2069408900.0,3035849180.975899,0.5951680847930376,1.3914904141276763,0.1640767644601807,0.2602958816473411,-0.8449876308338252,0.39811774516449594
P07900, Heat shock protein HSP 90-alpha,HSP90AA1,UP,58.0,0.9666666666666667,1373144649.0,2600441926.7617707,59.0,0.9365079365079365,1191845731.1111112,2540795923.8133507,1.1521160945216216,0.7761451554968968,0.4376632844042291,0.3633458624328586,1.194114256747202,0.23243327712564943
P27482, Calmodulin-like protein 3,CALML3,UP,59.0,0.9833333333333333,441519843.3333333,569647896.3817648,57.0,0.9047619047619048,852351274.2857143,1698466789.0038958,0.5180022094802813,1.8801179271861292,0.060092007745900476,0.06518764918399717,-0.4199639123305838,0.674511816853443
P01009, Alpha-1-antitrypsin,SERPINA1,UP,58.0,0.9666666666666667,11523460345.0,14631575078.024408,57.0,0.9047619047619048,13004373785.714285,20654401707.682976,0.8861218952087401,1.3916454356744536,0.1640297929091037,0.152768973559374,0.3541864320860345,0.7231991710255035
P29401, Transketolase,TKT,UP,56.0,0.9333333333333333,944677583.3333334,1492522004.882318,53.0,0.8412698412698413,1081287849.6825397,1845511799.7705626,0.8736596675997845,1.6069731962289358,0.10806024805784452,0.0920070056911122,0.05059806172657636,0.9596458073669072
O43707, Alpha-actinin-4,ACTN4,UP,59.0,0.9833333333333333,1534642785.3333333,3641641907.1518507,56.0,0.8888888888888888,854046846.6666666,1739105658.809705,1.7969070330544787,2.1231513698110254,0.03374116953135148,0.035993874392204896,1.4091560190851515,0.15878903937594602
P84243, Histone H3.3,H3-3B,UP,44.0,0.7333333333333333,786888272.8333334,1834711736.4671931,36.0,0.5714285714285714,154736787.93650794,332685445.0092382,5.085334155677392,1.8822567214512753,0.05980116760320679,0.0448536796855035,2.798072813479673,0.005140852208766634
P10412, Histone H1.4,H1-4,UP,56.0,0.9333333333333333,676481446.8333334,1828615738.3592362,46.0,0.7301587301587301,124967830.15873016,246710411.11141744,5.41324472045396,2.9933544285568083,0.0027592910547249655,0.002403170541560952,3.0105846727312935,0.0026074523719265314
P69905, Hemoglobin subunit alpha,HBA2,UP,60.0,1.0,32986820016.666668,46817634927.65791,62.0,0.9841269841269841,28425442717.460316,42404197591.477974,1.1604681181061967,0.9798915009479252,0.32713967869426297,0.5121951219512195,0.5464590666470247,0.5847504176448893
P20774, Mimecan,OGN,UP,41.0,0.6833333333333333,27696468.5,69511518.5383078,30.0,0.47619047619047616,24632575.396825396,96047734.63151099,1.124383790724922,2.3245429325407607,0.020096413337141437,0.015834871661662003,1.8999572178329422,0.05743873423369199
Q93077, Histone H2A type 1-C,H2AC6,UP,51.0,0.85,1008570855.0,2310009380.820746,47.0,0.746031746031746,183152874.12698412,382362199.3537674,5.5067159595908635,1.432241204827128,0.152074803104825,0.11321107682003012,2.833491456688276,0.004604253868476595
P29508, Serpin B3,SERPINB3,UP,57.0,0.95,2221713815.5,5334324179.227781,58.0,0.9206349206349206,4691857277.142858,11194009988.737564,0.4735254472303407,0.660139501537882,0.5091643114758728,0.3863191718937122,-1.0650891993444325,0.28683556639773455
P11021, Endoplasmic reticulum chaperone BiP,HSPA5,UP,58.0,0.9666666666666667,667764088.5,1410635982.4210243,57.0,0.9047619047619048,860392503.1746032,2497151763.771195,0.776115651910193,1.3916454356744536,0.1640297929091037,0.152768973559374,0.22263147159693597,0.8238223403171194
P07237, Protein disulfide-isomerase,P4HB,UP,57.0,0.95,727423945.0,1274038054.9625633,56.0,0.8888888888888888,774966290.3174603,1554196409.412544,0.9386523699011671,1.2395938529832997,0.21512565542921291,0.18221660726239927,0.19480253764731897,0.8455475355945437
P60174, Triosephosphate isomerase,TPI1,UP,57.0,0.95,4625750190.666667,7138157856.253129,57.0,0.9047619047619048,3300312541.904762,5762718326.992078,1.4016097360272837,0.9630062057852747,0.33554440897236193,0.27055950837147497,0.8551072431791404,0.39249178011142904
P02647, Apolipoprotein A-I,APOA1,UP,57.0,0.95,12967965144.166666,19229788900.16407,56.0,0.8888888888888888,14154194995.079365,27119510972.54329,0.9161923478286765,1.2395938529832997,0.21512565542921291,0.18221660726239927,0.45791245862551605,0.6470153357367803
P16401, Histone H1.5,H1-5,UP,60.0,1.0,406111107.1666667,952167727.355736,51.0,0.8095238095238095,188679692.06349206,356734778.7271918,2.1523837712752223,3.558664449494033,0.00037274537719602995,0.0001855189761309707,1.2750711555097243,0.2022840577475742
P00338, L-lactate dehydrogenase A chain,LDHA,UP,56.0,0.9333333333333333,2610037170.5,4334254984.937544,57.0,0.9047619047619048,2527348132.0634923,3363976342.6556396,1.0327177080938965,0.5795503728233611,0.5622178678588593,0.40307386003508855,-0.4604423617118449,0.6451987341672072
P00558, Phosphoglycerate kinase 1,PGK1,UP,58.0,0.9666666666666667,3284610066.6666665,5073166449.434134,58.0,0.9206349206349206,3164140663.968254,4851732151.99172,1.038073339807633,1.1014832300686437,0.2706863992392671,0.2403502979347508,0.18721282838833253,0.8514937670624633
Q5XKE5," Keratin, type II cytoskeletal 79",KRT79,UP,42.0,0.7,21014235.333333332,71411574.32054035,43.0,0.6825396825396826,244474652.3809524,1058864332.2074143,0.0859567040127658,0.2094832630677883,0.8340709996814893,0.4945546490003655,0.6476551901001774,0.5172079926158155
O75369, Filamin-B,FLNB,UP,58.0,0.9666666666666667,243257536.66666666,549656794.0061089,58.0,0.9206349206349206,561289176.6666666,1137446709.6883304,0.4333907489741785,1.1014832300686437,0.2706863992392671,0.2403502979347508,-1.4521643715527415,0.1464559066827025
P06748, Nucleophosmin,NPM1,UP,54.0,0.9,361086938.3333333,772060788.5908833,54.0,0.8571428571428571,214858709.52380952,414908181.53853035,1.6805785491945326,0.7260460434041762,0.46781054469645766,0.32734941410419516,0.8804062740424287,0.3786392588966636
P01859, Immunoglobulin heavy constant gamma 2,IGHG2,UP,58.0,0.9666666666666667,3023555118.5,3666469871.133596,58.0,0.9206349206349206,3845998353.968254,5630529609.422334,0.7861561135043994,1.1014832300686437,0.2706863992392671,0.2403502979347508,-0.27828933949616996,0.7807902588838317
P68032," Actin, alpha cardiac muscle 1",ACTC1,UP,59.0,0.9833333333333333,1994871916.1666667,2793804179.0838804,58.0,0.9206349206349206,1849424491.9047618,3144919250.989959,1.0786446945514956,1.613564928533022,0.1066218292110175,0.11523412025564107,0.5439291635606959,0.586490219350735
P51888, Prolargin,PRELP,UP,48.0,0.8,48220191.666666664,78132965.76260944,33.0,0.5238095238095238,35589731.11111111,101990475.18173923,1.3548905867291678,3.2287914894333674,0.0012431449756361793,0.001074648667646307,3.126960214702419,0.0017662382726695985
P33121, Long-chain-fatty-acid--CoA ligase 1,ACSL1,UP,31.0,0.5166666666666667,17430034.166666668,54246788.035062134,28.0,0.4444444444444444,148339161.26984128,821209358.1550702,0.11750123175470828,0.8014073294069128,0.42289587338616264,0.2674243249013811,0.7058429610857402,0.4802858021057643
Q00610, Clathrin heavy chain 1,CLTC,UP,44.0,0.7333333333333333,282467308.1666667,679920671.4603055,34.0,0.5396825396825397,83654303.17460318,212567059.05931687,3.376602248148564,2.228764484505065,0.02582957916185663,0.020249499670029647,2.9448071924867443,0.0032315597218463806
P25705," ATP synthase subunit alpha, mitochondrial",ATP5F1A,UP,57.0,0.95,242981278.0,398682953.56406844,57.0,0.9047619047619048,248879982.85714287,520087135.02789533,0.9762989984593148,0.9630062057852747,0.33554440897236193,0.27055950837147497,0.8095689876252218,0.4181879380838749
P01024, Complement C3,C3,UP,59.0,0.9833333333333333,4038595630.0,4880947296.070526,57.0,0.9047619047619048,4524362109.365079,6615092137.411726,0.8926331563162064,1.8801179271861292,0.060092007745900476,0.06518764918399717,0.5666982913376553,0.5709191819325983
P26038, Moesin,MSN,UP,58.0,0.9666666666666667,1512084928.3333333,3231017558.4508967,60.0,0.9523809523809523,1376329011.1111112,2843115733.2624965,1.098636238956139,0.40102773539003445,0.688399703971349,0.5232400962803989,0.37948546294932267,0.7043273973218256
P08238, Heat shock protein HSP 90-beta,HSP90AB1,UP,55.0,0.9166666666666666,723103913.3333334,1350548978.8273885,56.0,0.8888888888888888,653350402.8571428,1481236049.3296418,1.1067627878871031,0.5189718988845468,0.603780337627932,0.4161689360844426,1.0549695869991171,0.2914392343889052
P04083, Annexin A1,ANXA1,UP,59.0,0.9833333333333333,976571064.1666666,2213816486.790496,58.0,0.9206349206349206,1682570294.7619047,3690996823.1362514,0.5804043178504219,1.613564928533022,0.1066218292110175,0.11523412025564107,-0.528749745042723,0.5969790639028398
P22626, Heterogeneous nuclear ribonucleoproteins A2/B1,HNRNPA2B1,UP,55.0,0.9166666666666666,1156264946.6666667,2023217195.6098895,54.0,0.8571428571428571,1035542742.8571428,2239888568.371747,1.1165786778404163,1.0389912906652603,0.29880878679800815,0.22596169246409406,1.3534981511859177,0.17589654027375268
Q13835, Plakophilin-1,PKP1,UP,56.0,0.9333333333333333,210416116.83333334,224060400.66893044,56.0,0.8888888888888888,274285776.50793654,570836563.8379594,0.7671419185939629,0.8633970960424567,0.387919175530014,0.29362247813003894,1.2548319308190936,0.20953977847785177
P02679, Fibrinogen gamma chain,FGG,UP,55.0,0.9166666666666666,1236791081.6666667,1696046494.6888096,54.0,0.8571428571428571,1968276346.6666667,2939685163.8034086,0.6283625181805433,1.0389912906652603,0.29880878679800815,0.22596169246409406,-0.15938389443871553,0.8733664270842774
Q06830, Peroxiredoxin-1,PRDX1,UP,58.0,0.9666666666666667,3884306165.3333335,5753413553.075029,58.0,0.9206349206349206,4194393479.5238094,6775690480.507909,0.9260710003235842,1.1014832300686437,0.2706863992392671,0.2403502979347508,0.1264951543164409,0.8993399845325687
P0DMV9, Heat shock 70 kDa protein 1B; Heat shock 70 kDa protein 1A,HSPA1B;HSPA1A,UP,58.0,0.9666666666666667,1855516826.5,2732039621.991264,59.0,0.9365079365079365,1151524284.7619047,1930897359.031437,1.611357095159879,0.7761451554968968,0.4376632844042291,0.3633458624328586,1.2851907678550396,0.19872562897801593
P07339, Cathepsin D,CTSD,UP,44.0,0.7333333333333333,362602875.0,618994223.6272122,32.0,0.5079365079365079,118896392.06349206,267785434.5543851,3.0497382528341634,2.571523665565998,0.01012520949187493,0.008260761833195816,3.101661183839131,0.0019243807556185285
P61978, Heterogeneous nuclear ribonucleoprotein K,HNRNPK,UP,57.0,0.95,613510590.6666666,940695986.7162983,52.0,0.8253968253968254,484292107.46031743,1123397381.4244401,1.2668193043326383,2.174955101792611,0.02963348109880507,0.027421710282710243,1.3787971820492058,0.16795729580090535
P55072, Transitional endoplasmic reticulum ATPase,VCP,UP,55.0,0.9166666666666666,507316110.0,1023728710.9118677,56.0,0.8888888888888888,396121840.3174603,929437158.0451062,1.2807072429872242,0.5189718988845468,0.603780337627932,0.4161689360844426,0.9385940450279915,0.34793921138363904
P05023, Sodium/potassium-transporting ATPase subunit alpha-1,ATP1A1,UP,49.0,0.8166666666666667,90579347.66666667,162238867.8026982,40.0,0.6349206349206349,48006625.55555555,113793831.97765751,1.8868093022252506,2.252832646566107,0.024269702921986946,0.01957059657903575,1.707684583271952,0.08769488425838574
P14625, Endoplasmin,HSP90B1,UP,57.0,0.95,813910829.6666666,1864019494.424594,55.0,0.873015873015873,330239613.6507937,834746120.2184966,2.464606897606545,1.4955271127878236,0.1347769293903251,0.11855610962374794,2.50460405546553,0.012258854010646377
P0DP25, Calmodulin-3; Calmodulin-2; Calmodulin-1,CALM3;CALM2;CALM1,UP,60.0,1.0,678283560.0,906417923.6399137,61.0,0.9682539682539683,804679040.1587301,1569861223.5826502,0.8429243538718275,1.3914904141276763,0.1640767644601807,0.2602958816473411,0.38454526912198034,0.7005743503228412
P22528, Cornifin-B,SPRR1B,UP,55.0,0.9166666666666666,168068095.0,295245334.9014349,56.0,0.8888888888888888,707640960.3174603,1721684482.6967652,0.23750475795607093,0.5189718988845468,0.603780337627932,0.4161689360844426,-2.0213925659767256,0.04323914365024058
P00738, Haptoglobin,HP,UP,60.0,1.0,4290859937.3333335,5820950074.42717,61.0,0.9682539682539683,5317330715.238095,8723377337.186935,0.8069575069003773,1.3914904141276763,0.1640767644601807,0.2602958816473411,0.2631099209781971,0.792465857444476
P07476, Involucrin,IVL,UP,58.0,0.9666666666666667,403460885.6666667,793739177.9706275,58.0,0.9206349206349206,1786318713.8095238,3693170551.6985636,0.22586164638349523,1.1014832300686437,0.2706863992392671,0.2403502979347508,-2.6361590159546284,0.008385042696371792
P12109, Collagen alpha-1(VI) chain,COL6A1,UP,49.0,0.8166666666666667,72155436.16666667,104574858.16414796,49.0,0.7777777777777778,112466176.1904762,243944413.72859448,0.6415745481064634,0.5357238094391547,0.5921494458650147,0.3783048945447244,0.6830738333087809,0.49456018899328924
P09651, Heterogeneous nuclear ribonucleoprotein A1; Heterogeneous nuclear ribonucleoprotein A1 pseudogene 48,HNRNPA1;HNRNPA1P48,UP,45.0,0.75,672352401.6666666,1191009937.8369164,32.0,0.5079365079365079,136614992.06349206,478820114.30961114,4.921512577142263,2.773342272684426,0.005548372969394426,0.004630718084459084,3.392600038766945,0.0006923264631860821
